query_id	query
856	what is the purpose of an oig audit
857	what is the definition of a community partnership
858	are ira contributions deductible
859	what is retail inventory method
860	who would promote a kic
861	what is sole source procurement
862	are season ticket renewals a legal right?
863	duns number
864	what is 2013/789
865	why should we conduct an oig audit on cops grants
866	what was the decision 2013/1351/eu
867	what is computing devices
868	when to report subaward total compensation
869	what is the geographical position of jordan?
870	cognizant federal agencies
871	what is section 881 d
872	who can provide macrofinance support to jordan
873	why is the csed expired
874	what is the precondition for granting macrofinancial assistance
875	what is the maximum amount of jordan macro financial assistance
876	what letter should a cops office send to a law enforcement executive explaining reduction-inforce?
877	is an anda a nda good for drugs?
878	how long does it take to submit a conference
879	who can participate in release prep
880	what is the objective of the saa auditing process
881	is an auditor required to disclose to the prea management office
882	when was the european solidarity fund created
883	when was the european union solidarity fund mobilized?
884	when was the eu decision published in the official european journal?
885	where do I find an award form for cops
886	what is the cfda number
887	what is the role of a psychological staff psychologist
888	what should the egf be mobilized for
889	what does cops office do?
890	what conditions must a criminal intelligence system comply with?
891	when is gift check sales d
892	who can issue a nsl
893	what are the standards for local detention facilities
894	who provides macro financial assistance to the union?
895	what conditions are needed to be placed in smu
896	what is the purpose of policing site visits
897	when macrofinance assistance is released,
898	cognizant federal agency definition
899	which clause in the constitution provides that the president nominated and appoints other public ministers, other ministers, and other public consular judges, and appointing judges and other public judges.
900	why is a pool of indirect costs necessary
901	do eeoops impose hiring requirements
902	internal revenue service memo number release
903	is smithsonian federal government corporation
904	which decision did the eu give to georgia
905	which european commission decision provided financial support to georgia
906	what would the retired military officer provide to the parent regarding security and defense
907	do we need assurances to award awards
908	can corp. x deduct capital expenditures
909	what is the threshold for macro-financial assistance
910	what is addie
911	when is a juvenile convicted
912	how does irs apply for enrolled agents
913	who is deemed to have made a protected disclosure
914	when to audit oig awards
915	what is the verbal announcement for segregated housing
916	what is the purpose of the chp program
917	which criteria are used in macroeconomic assistance?
918	what is the criteria for applying macrofinance assistance?
919	how does the recipient protect their records
920	which factors are considered to be audited by oig? why or why not?
921	when are SF-425s due
922	what is the purpose of a cops site visit?
923	why should the EU determine the amount of macrofinance?
924	inmate fund encumbrance
925	who is employer for fica purposes
926	when did the internal revenue service release the memo?
927	when to report subrecipient compensation
928	how is information reported on an appendix to a tax return
929	what documents must be kept
930	how should a macrofinance operation be evaluated
931	what is the expected result of the program structure, differentiated by the conditions of confinement and expected completion times, and expected outcomes?
932	office of chief counsel internal revenue service memo release number
933	when was globalisation adjustment fund decided
934	european parliament and of council decision
935	what is the difference between a small event and large event
936	when was the globalisation adjustment fund established
937	abuse of authority definition cops office
938	indirect cost definition
939	cops office requirements for grantee
940	what is the decision on the european globalisation adjustment fund?
941	when did european parliament make the globalisation adjustment fund
942	what is the definition of abuse of authority in police?
943	when was the european union decision made
944	when is the decision of strasbourg published?
945	what does the inspector general do in a complaint
946	when do you submit your federal financial report
947	what is the eu decision on georgia
948	cops grant program specialist phone number
949	who is responsible for defending or settling any third party claims and liabilities related thereto?
950	can a minister of record visit a religious representative?
951	how to determine an arm's length royalty
952	eeop requirements for organizations
953	who has oversight of the executive branch?
954	are equity accounts taxable income?
955	what is the asset forfeiture fund in customs
956	what decision did the european parliament take in relation to the european globalisation adjustment fund?
957	can gift card proceeds be redeemed for cash
958	what is a health plan
959	cognizant federal agency
960	when was the globalisation adjustment fund created
961	when a potential transaction is only one of which can be completed, no abandonment loss is
962	who is authorized to make subawards or contracts under this award
963	training is needed to support policing principles and tactics
964	what is the total amount of program income earned
965	cops financial report form
966	what is agency ori number
967	when is sole source procurement used
968	what is calculated and immediate force?
969	how is storage and handling absorption calculated
970	what is the european commission decision 2012/732/eu mean
971	cops office cpd number
972	are task force employees subject to the conflict of interest laws
973	egf mobilizes a sum
974	when can a governor abeyance funds
975	which franchise was created rather than acquired?
976	what is the purpose of the european globalisation adjustment fund 2012/685
977	how a program income is used
978	when is the ffr due
979	how far in advance do you have to submit an event for review and approval
980	jrj student loan benefits
981	what is the postf number for the coop
982	when to ask for reimbursement of obligated funds
983	closing agreement is taxable
984	do protected veterans qualify to file a lawsuit
985	why does ofccp investigate federal contractors
986	is ofccp discriminatory in the workplace
987	what is the responsibility of the chief psychologist
988	which act was introduced to ensure that the rights of people with disabilities are protected?
989	cops community policing development program awards
990	when did the United States annexed Texas
991	cops number usdoj
992	what is problem solving
993	what if we have more than one cpd award
994	what is the lifo base year cost
995	who are authorized officials
996	what is purpose of mou
997	what kind of donation is used for match funds
998	do you need to submit information two time for the purpose of reporting the information on a procurement contract
999	which federal agency must account for interest earned on advances of state funds?
1000	who is responsible for absconding a sex offender
1001	who should sign law enforcement award
1002	what is the award condition for cops program
1003	what is the condition for cops cpd award
1004	what does the award document mean
1005	which president required members of the civil rights commission to resign
1006	which condition is applicable to the cops office
1007	is utterly unenforceable a severable provision or condition
1008	who assigned duns number to agencies
1009	how to begin a grant
1010	what is retail method
1011	what is section 481(a) adjustment
1012	when is the attorney general authorized to make successive designations of interim marshals
1013	requirements for equal employment opportunity plan
1014	what conditions must be met to obtain assurances and certifications for an applicant
1015	when is a report for a quarter due
1016	statement of fee information concerning matters in which costs may be incurred must include
1017	cognizant federal agencies definition
1018	can random interviews be double checked
1019	can a government award be used for a state, local, or tribal government
1020	when is program progress report due
1021	what should the request for sole source procurement include?
1022	when is annuity start date
1023	what is the purpose of the subawards
1024	do you need a pin to sign a 1040 refund
1025	what condition is the public safety partnership and community policing act of 1994?
1026	what is the purpose of an escorted trip
1027	how long after the end of a fiscal quarter will a federal report be required
1028	how do you refer an inmate to a challenge unit
1029	is above market earnings on deferred compensation not tax-qualified
1030	how to complete usdoj progress report
1031	what is a federal civil rights condition
1032	why do community policing agencies need to be involved
1033	what is the subaward reporting system used for
1034	how is a player contract terminated
1035	which opinion would not involve inquiry into legislative acts or the motives for legislative acts?
1036	what is included in your civil rights award package
1037	what instrument is designed to assist staff in making thorough program evaluations based on contract requirements as detailed in the SOWs?
1038	can you do a camp contract
1039	when do i need to draw up reimbursement for expended funds? a. sf-425s b. sf-425s c. f.r.
1040	are substantial advance payments taxable income
1041	how to report on compensation for an executive
1042	which federal government agency maintains appropriate records in order to document award expenditures?
1043	how to notify us marshals
1044	why is community policing important
1045	when do you sign an award
1046	which clause of the constitution would not bar the president from appointing congressman to the un?
1047	what is a significant auditing experience
1048	what is the purpose of a site visit?
1049	are substantial advance payments taxable
1050	what is the statutory nonsupplanting requirement of cops office
1051	us department of justice special management unit number
1052	how long does the svpp last
1053	how does correctional system intake begin
1054	how to apply for cops grants
1055	executive order on non procurement
1056	us department of justice noncompliance contact
1057	where is the office based grant review
1058	can public exigency or emergency permit a delay resulting from competitive solicitation?
1059	does cops office review competitive solicitation
1060	can you hold a juvenile in a non secure area
1061	what is the purpose of interjurisdictional criminal information systems?
1062	which leadership role model would be a role model for taking risks and building collaborative relationships to implement community policing?
1063	cops office definition
1064	cops office communications division
1065	cops pass program
1066	why should a community policing officer be training
1067	who can represent an employer
1068	when do you sign an award document
1069	what is audited by oig
1070	who is required to report recipient integrity and performance
1071	what is the condition that you receive an assurance or certification
1072	which of the following is a matter of major policy importance for the publishing industry?
1073	what is cops office training?
1074	when are progress reports due
1075	when is training data submission
1076	what is the taxpayer's protest
1077	what is the purpose of the oig
1078	who is the authorized official of a grant
1079	when will provisional cost rates be approved
1080	which state has the authority to make an arrest on the basis of fbi pick up notices?
1081	fda requirements for other postmarketing reports
1082	when does an executive agency fail to comply with an order issued under paragraph (1)?
1083	originating agency identifier code
1084	what is gprs
1085	what is the gprs
1086	when is quarterly financial report due
1087	where do you find the ach for payment enrollment
1088	when is the recipient share of expenditures reporting on the cops
1089	which company is responsible for excess development costs
1090	which case is an example of an exception to the rule that “knowingly” refers to
1091	cops phone number for civil rights
1092	what events do not require prior approval.
1093	different types of escorted trips
1094	what is the practice of enrolled actuary
1095	what is the purpose of an saa audit
1096	why should an oig be audited
1097	what is the objective of saa audits
1098	why is the federal contract condition for a federal grant a condition for federal awards?
1099	when do you have to send quarterly financial report
1100	what is the due date for sf-425
1101	when do you need to submit sf-425?
1102	how do i reset password for cops?
1103	what is gross income definition
1104	oig noncompliance contact
1105	when to draw down sf-425s for reimbursement
1106	what is the right to vote on election day in federal election
1107	how soon after award is federal reporting due
1108	what is a legislative regulation which is as binding on this court as the statute itself?
1109	21 U.S.C.  3 8 1 (d x l) has what effect
1110	what is the award condition for cops
1111	why should community policing be transparent
1112	cops office response center phone number
1113	when do cops release svpp awards
1114	which department of justice has an award package for civil rights
1115	what is domestic subsidiary investment in ppfs ?
1116	what should consulting rates be
1117	when is retention period for individual officer
1118	how should a crime triangle be viewed
1119	cops office training
1120	when property is in a condition of readiness and availability
1121	can you use the camp award for contract law enforcement
1122	how to determine the authorized complement for a particular correctional bureau
1123	what is community partnerships mean
1124	how far in advance do you have to submit an event for review and approval?
1125	what is the authority upon which a position may be reasonably based?
1126	when will award funds be released to the community
1127	what is the role of the federal female offender branch?
1128	opi number for federal bureau of prisons
1129	what is the level progress for inmate
1130	congressional request for appointment calendars of a former gsa official
1131	do inmates need to be notified
1132	when is doj sponsored conference report form released
1133	is an award conditional or unenforceable
1134	what is the award condition on a pass report
1135	are internet references considered endorsement
1136	who must register as a sex offender
1137	which circuit upheld the regulation for interest due under the notes payable
1138	where is the cops office website
1139	when is an award document required to be signed
1140	which section of the consolidated and further continuing appropriations act is not applicable for subcontracts
1141	who are the authorized officials on the cops award document
1142	what is the constitutional authority to extend the territorial sea
1143	pre audit methodology
1144	what is provider payable claim
1145	when did single audit act requirements begin
1146	cops office ahtf number
1147	where is the cops office in washington dc
1148	which of these requirements does not limit use of funds necessary for law enforcement?
1149	what systems should cops offices use
1150	does cops need to sign award
1151	when are sf awards due
1152	what is the purpose of a camp award
1153	amortizable section 197 intangible
1154	what is trgp armor
1155	what is a focus group for federal employees
1156	how does a cops award apply to you
1157	who must notify the cops office of any changes to its approved indirect cost rate during the award period.
1158	what documentation must be submitted to the cops for sole source
1159	what was the purpose of usec
1160	how does technology support crime
1161	what is the statutory deduction for stock option compensation
1162	can player contract be terminated
1163	how do you find your cpd award number?
1164	how can an inmate be removed from a program?
1165	what is response phase of sara model
1166	when is federal report due
1167	how soon does agency have to submit quarterly federal financial report
1168	what does recipient mean
1169	what is scope of work for cops
1170	usdoj how to get your report
1171	office of chief counsel memo release number
1172	what is the simplified acquisition threshold for an acquisition
1173	system for award management definition
1174	free file for taxes
1175	cops cpd phone number
1176	what is the cops award number
1177	where do i mail a check to hhs
1178	special purpose credit requirements
1179	what is the phase iv post-marketing study
1180	camp funding
1181	what is camp funding for
1182	are corporate expenses tax deductible on a corporate tax return?
1183	what happens if cpd award is terminated
1184	what is the contract work hours and safety standards act
1185	federally recognized tribe definition
1186	who can challenge the accuracy of central files
1187	what is the contract provision condition
1188	who can send confidential information to the auditor
1189	what is trgp program requirements
1190	does the taxpayer generate its own power
1191	what is ada reasonable accommodation
1192	when was edward byrne memorial grant awarded
1193	what is the proper document to commit a person to a bureau facility
1194	what is the role of an oig
1195	why does a federal government award receive a hold on an award
1196	how to develop utilization report
1197	tmp designation for years
1198	what task is included in all cas when it applicable?
1199	when a person fails to comply with an order issued under paragraph (1), the head of the executive agency concerned shall file an action for enforcement of such order in the united states district court for a district in which the reprisal was found to have occurred.
1200	unique entity identifier meaning
1201	who must report all suspected or reported violations to the cops office?
1202	what is a state information technology point of contact
1203	when is the deadline for sf 425
1204	what type of transaction is domestic subsidiary in michigan
1205	why did rockefeller donate to vice president
1206	what is the conflict of interest condition
1207	what is the condition of the consolidated appropriations act?
1208	who argued that the intangibles were not exchanged
1209	what is chp award number
1210	do auditors have to disclose their conduct
1211	who supervise federal inmates released on parole
1212	are unenforceability conditions deemed severable
1213	can you use the camp award to benefit the recipient
1214	who sign a usdoj award
1215	are nontransformative uses unlikely to be regarded as fair ones
1216	what is the role of a precertification evaluation in a mental health case
1217	lemhwa phone number
1218	how can the cops draw funds
1219	which is considered the limit of time for special government employees
1220	what is the logic of the opinion of ig access
1221	what does abuse of authority mean
1222	when is the final report due for sf 425
1223	internal revenue service uilc release date
1224	why is the distinction based on human activity unpersuasive?
1225	what is the oig audit
1226	who does the oig audit
1227	who is prohibited from disclosing misconduct
1228	what is a primary law enforcement authority?
1229	what is the tribal access program
1230	when do you report compensation for subrecipient executive
1231	what to do when you use camp funds
1232	what is cfda number for cops office camp
1233	oig audits
1234	when is sf 425 sf due
1235	when should project monies be spent
1236	what is the trgp funding used for
1237	reporting sexual abuse allegations other than confined confinement facility
1238	what is a hearing administrator's report on referral for designation to a special management unit?
1239	when is treasury department protest effective
1240	can an inmate access a central file
1241	can law enforcement agencies use rape crisis centers
1242	are gift checks direct sales
1243	are institutions required to update information regarding self surrender
1244	what is above market earnings on deferred compensation
1245	what is the female administrative unit for federal medical center (fmc) carswell
1246	what is the audit report that must be scanned?
1247	who is the oig and what is the role
1248	how long should i spend on an onsite audit
1249	which condition must be included in the contract or subaward?
1250	can a female inmate work in a facility
1251	what was the purpose of usda's discretionary release of information to the public
1252	how long does ahtf grant last
1253	what is declaration that this action is in the best interest of the agency
1254	what is the goal of the response
1255	why do employers need to screen disabled employees?
1256	what's the essence of a discriminatory result claim
1257	how many years was the deadline for amendments
1258	lemhwa travel expenses
1259	what is the cognizant federal agency
1260	how to change an indirect cost award
1261	what is trgp retention requirement
1262	unique entity identifier definition
1263	when do you report total compensation to a subrecipient?
1264	do inmate visitation volunteer
1265	is it necessary to have general investigative responsibility for such offenses before it may participate in court approved interceptions
1266	who is the authorized official in an award?
1267	definition of authorized officials
1268	cfda camp award number
1269	if i have received an award for an item or group of items or service, i need to justify why it is necessary to contract through a competitive process
1270	do juveniles have to be in jail before being transported
1271	why do police focus on the root causes of problem
1272	is fms accepted for a loa
1273	cops reporting contact number
1274	what is required of auditors to conduct a peer review
1275	when are pre-award audits required
1276	what is the impact of a judicial stay for administrative fund termination
1277	who approves a modified award
1278	can fpi assignment be included on soi
1279	is fringe benefits a reasonable benefit
1280	what law constraints post elections
1281	definition of community policing
1282	state information technology point of contact
1283	how to make an online form accessible
1284	where do you get saa reports from
1285	what are the requirements of an assurances and certifications
1286	why is prea required documentation
1287	which travel expense does the pass program provide?
1288	what is addie process
1289	what is the federal regulation for recording inmate photo program equipment
1290	how can you file a complaint against a teacher
1291	which credit is non refundable
1292	can an evaluation panel videotape the preliminary inspection
1293	how long do agencies have to reimburse an approved fcm
1294	what is the indirect cost rate
1295	how to determine the authorized correctional complement for a particular correctional institution
1296	what is the payment method for grant funding
1297	how to stop the recipient of an award from taking reprisal action against an employee?
1298	what is the award condition for pass
1299	what does cops do for you
1300	where can a noncompliance referral be received
1301	how to get program progress reports
1302	what is the condition for cops office equal opportunity plan
1303	cops phone number
1304	what is the classification, designation and redesignation procedure
1305	when should i submit a budget modification to cops office
1306	what is my ihp status
1307	who must approve a project prior to commencing work
1308	fire safety in the laundry area
1309	when is sf-425 due
1310	cops office number
1311	what is the requirements for cops office award
1312	what does bioequivalence means
1313	what forms do audit auditors need
1314	cops office response number
1315	how to report total compensation to fsrs
1316	when should you report subrecipient executive total compensation
1317	when to report subaward executive compensation
1318	what is the scope of criminal enforcement
1319	what is the proper interpretation of the recess appointments clause
1320	primary law enforcement authority definition
1321	what is a recipient of a federal grant
1322	how to submit a progress report
1323	why are labor relations important in community police
1324	who is the cops office
1325	what is the final sf 425 date
1326	why are oig award audits required
1327	what is the cops grant program
1328	when is the cops office obligated
1329	when an emergency situation results in a use of force, precautions such as protective clothing and equipment
1330	can a grant be reprogrammed without approval
1331	what is the right of the taxpayer
1332	what is i-9 verification?
1333	where is the active marketing exception
1334	what are the specific rules regarding termination of award funding
1335	what is the literal language of section 1.48-1(e)
1336	when finding no reasonable cause and good faith when taxpayer has not demonstrated that the advice was based on taxpayer facts
1337	which standards are applicable in the standards of ethical conduct
1338	which clause of the constitution allows the president to make appointments during recess
1339	who should sign cops award
1340	how to get pass award from cops
1341	what form does notice concerning fiduciary relationship use
1342	does piecp inmates receive longevity pay
1343	what is the trgp hiring award
1344	what is authorized officials
1345	usdoj curriculum standards and review process guide
1346	fica tax for employer
1347	who to contact for an ahtf award
1348	conditions for interjurisdictional systems
1349	who determines whether iraq violates un resolutions
1350	when can an applicant transfer ownership of an application?
1351	which section of the act provides that the authority shall do so consistently
1352	where is cops office in the department of justice
1353	which department of justice points of contact is cops office located
1354	what is the program income from cops office award
1355	where are tools stored in an institution
1356	what is the document award in law enforcement
1357	which method is used to ensure that a recipient is fully aware of the terms and conditions of their awards?
1358	what must the cops office be used for
1359	what happens if inmate's fpi employment is interrupted
1360	are residents in the community corrections component allowed to leave the center with prior approval of the ccm?
1361	who can direct independent regulatory agencies to comply with the centralized regulatory review process prescribed by executive order 12866?
1362	who are registered tax preparers
1363	irs lb&i memo release number
1364	what is an OIG
1365	what is the role of an oig grant
1366	what is the purpose of the oig audit?
1367	how to report passes awards
1368	what is the due date for progress reports
1369	what forms to send a payment to cops office
1370	which language is required to be included in the award documents for all subawards, including cooperative agreements, and shall require that all subrecipients certify and disclose accordingly?
1371	how does voting rights act protect voting
1372	what is cops office phone number
1373	can you earn program income
1374	what is the core treatment phase
1375	what is the retention requirement
1376	what is the audit report for an audit facility
1377	what is a high risk gang related violence
1378	are attorney fees tax deductible
1379	what is the purpose of the parking structures
1380	which sentence forbids federal agencies from expending appropriated funds only
1381	what is supplanting?
1382	when is nasro training required
1383	which check does the irs conduct
1384	what are the role of leaders in community policing
1385	what is the system for award management
1386	when is the rsd/psb rule change effective
1387	what is required for qualified continuing education
1388	are early withdrawal penalties income
1389	which contract under the federal award must contain provisions for nonfederal entity contract under the federal award?
1390	what is the appropriate safeguarding method for inmates assigned to a sexual assault allegation
1391	what is problem solving and analysis
1392	what skills do community policing officer need
1393	why is postf disregarded
1394	who is responsible for acquiring the rights
1395	do taxpayers assume risk of not being reimbursed when there is no reimbursement
1396	what condition must you report bribery and gratuity
1397	what is addie model
1398	how long does a conference submission take
1399	how long does it take to submit conference and event
1400	when an award is terminated for noncompliance with federal statutes and regulations, an appeal will be made to who?
1401	who is required to disclose information about themselves?
1402	time spent planning a conference
1403	is the congress failure to provide legislation for an acting director intentional
1404	how far in advance do i have to submit a request for conference approval
1405	when do i request sole source justification
1406	who must file an action for enforcement of an order?
1407	which form is required for classified information
1408	do parking structures have floor to ceiling walls, a roof
1409	how does artificial intelligence impact employees?
1410	what is the bia phone number
1411	who are required to use federal funding in the best interest of their award program?
1412	is inmate authority at non duty hours
1413	presidential authority resigns members of civil rights commission
1414	what is the role of community policing in policing
1415	do members of congress convene pro forma sessions
1416	what is the allowable use of ahtf award
1417	cops office status report phone number
1418	who is authorized to make subawards or contracts
1419	is a merchant contract capitalized?
1420	do sex offender have to register
1421	irs internal revenue service release number
1422	do government award funds supplant locally funded equipment
1423	what is the term or condition for a subaward in contract
1424	how to reprogramme direct cost to indirect cost
1425	what is the objective of an saa audit?
1426	which of the following was a reason the grantee could not demonstrate efforts to backfill vacant sworn officer positions during the grant award period?
1427	who is responsible for notification for escape
1428	how to extradite a federal inmate
1429	when was the secretary authorized to address, by regulation, amounts owed to foreign payees?
1430	who must file an action for enforcement of orders in the us district court
1431	definition of abuse of authority
1432	what would be the appropriate action for a contractor to take after a reprisal
1433	do piech inmates get longevity pay
1434	which form is used for federal funds
1435	how to store inmates property
1436	what is ein number
1437	when are facilities placed into service
1438	what is purpose of postf 123943-11 5
1439	define institutions of higher education
1440	what factors does the oig audit
1441	what is the cfda number for cops office ahtp
1442	what is the responsibility of the awardee
1443	how to compare controlled and uncontrolled transactions
1444	what is the definition of air commerce
1445	what is the simplified acquisition threshold
1446	are ice long term detainees
1447	what is the goal of a response
1448	which regulation provides a definition of indirect costs that must be capitalized to the extent they are properly allocable to property produced?
1449	pass program phone number
1450	pass program manager contact
1451	what is the purpose of a subaward
1452	are domestic production activities income and the deduction
1453	who must maintain records of lemhwa programs
1454	what is the hold on civil rights awards
1455	what form must be signed before requesting an award of federal funds?
1456	which chaplain provide opportunities for individuals to receive the sacrament and sacred rituals
1457	requirements for performance matters condition
1458	which type of information should not be disclosed if compromising the integrity and usefulness of the test?
1459	what should consultant rates be
1460	is cops program income
1461	indirect cost rate definition
1462	what is system for award management?
1463	how far in advance to receive funds for cops
1464	when to request no cost time extension project
1465	what changes to the policy statement include the transfer of offenders to or from foreign countries
1466	what is the purpose of the suicide prevention programs
1467	retention of benefits
1468	what is the nonsupplanting requirement
1469	how does a penalty apply to an individual who refuses to pay a tax
1470	which tax section allows for the deduction of expenses paid or incurred during the course of a trade
1471	what is the award condition of lemhwa
1472	usdoj cops office contact number
1473	what year was rodeway inns territory agreement cancelled
1474	which section of the controlled substances act preserves the attorney general's exclusive authority to seize and forfeit property?
1475	law enforcement mental health and wellness act (lemhwa) phone number
1476	what is the requirements to obtain an award from cops office?
1477	who may obtain an inmate by writ of habeas corpus ad prosequendum
1478	do trgp grantees need training
1479	which condition is required of the recipient to use federal funding as best for their award program?
1480	what is the cops purpose
1481	when are financial reports due for a grant
1482	what is the procurement process for cops
1483	is above market earnings on deferred compensation taxable
1484	what is addie training
1485	what is the purpose of the cops office
1486	does the inspector general have to disclose any information from or about any person alleging reprisal? opportunistic
1487	when do i need to adjust a loss year return to take into account information filed by the fiduciary?
1488	cops reporting requirements
1489	what does cops office do to public work
1490	who must use federal funds in best interest of their award program?
1491	when are cops award funds released
1492	doj conditions of award
1493	is sex offender registration required
1494	what was this cooperative agreement between the cops office and the dept of justice
1495	who are required to use federal funding
1496	who is responsible for defending third party claims and liabilities arising out of or in connection with any work that was developed or for which ownership was acquired under cooperative agreement?
1497	when a COPS award is open, the recipient can request a budget modification. for the recipient
1498	how do i apply to cops office
1499	what is an audit recipient
1500	aca accreditation standards
1501	what to do for a cops award
1502	what is drug dealing in apartment complex
1503	what is an encumbrance for inmate funds
1504	who does ancr come from
1505	is above market earnings on deferred compensation
1506	which federal law requires that inmates have reasonable access to report materials and other documents for use by the parole hearing?
1507	what is the use of technology for community policing
1508	what is the primary objective of a saa audit
1509	what is the ahtf award number for fiscal year
1510	what is the ahtf used for
1511	what is a oig audit
1512	office of chief counsel internal revenue service memorandum number
1513	do u.s. representatives get paid by the imf
1514	when does a financial report due
1515	what is the deadline for federal financial reporting
1516	what is the statutory nonsupplanting requirement in cops grant
1517	what year did the us enter into air navigation
1518	when do you have to submit a sf-425
1519	when are your sf-425 forms due
1520	when are i required to file an sf-425
1521	what is the duration of chp
1522	how to reset password at cops
1523	how long do i have to submit a progress report to cops office
1524	who developed the cagi grant owner manual
1525	what type of government agency works with law enforcement to identify community concerns and provide alternative solutions
1526	are subaward terms and conditions included in a contract
1527	when gan is issued for indirect cost reimbursement, a special condition is
1528	what to do with the sole source justification request
1529	how to approve a cops award
1530	what are the items on the checklist that will not apply in all situations?
1531	what is community notification for sex offender
1532	when to use ambulatory restraint
1533	what is the presidential authority to settle the iran crisis?
1534	what is community policing training
1535	how important is training for community policing
1536	how many states ratified the equal rights amendment
1537	what is a special condition for drawdown of indirect cost reimbursements
1538	how long should a event submission take
1539	which of the following is a medical record that contains the subjective evaluation of the patient and/or staff regarding an inmate's care and treatment?
1540	how many numbers in 1 449
1541	what is saa audit objective
1542	do you sign cops certification
1543	does a facility have to achieve full design output to be placed in service?
1544	what should i write in the resume for each consultant whose rate exceeds $650 per day
1545	are cops awards program income
1546	who is responsible for taking risks and building collaborative relationships to implement community police services?
1547	what is program income earned and expended
1548	who can be selected for a monitoring site visit
1549	de minimis interim reimbursement of indirect expenses
1550	what is the purpose of a drug abuse program and inmate trust funds
1551	what is the penalty for filing no tax returns
1552	why does a grant have to be audited
1553	when force is used to
1554	when does an adverse action notice need to be issued
1555	what is the requirement for an employee to be required to be engaged in the performance of the grant
1556	are self-created intangibles amortizable
1557	what is substitution of one for the other
1558	are disabilities being excluded from employment?
1559	when must you report new information
1560	cpd/cpb number
1561	is customs a seizure authority
1562	inmate security designation and custody classification
1563	how can we file a program progress report?
1564	when to notify ice if someone is in a detainer
1565	who is responsible for correct stg sentries
1566	what is the purpose of a community policing site visit
1567	cops office audit contact number
1568	what is the nonsupplanting requirement for cops office grant awards
1569	cops hiring program
1570	cops hiring program definition
1571	which agency has the authority to enforce the fair housing act
1572	what is abuse of authority
1573	what are documents needed in federal court and probation
1574	what is the saa requirement
1575	Congressional exception to disclosures to ranking minority members
1576	what are the obligations of an eeop
1577	lemhwa vendor number
1578	cops office online
1579	what is the cops hiring program
1580	if a property is lost during a transfer, it is transferred to the appropriate bureau office
1581	who is the cops program specialist
1582	cpd opi number
1583	what does the bureau of prisons authorize
1584	how does fpi work
1585	authority citation for 31 cfr part 10
1586	where is sole source justification request submitted
1587	interstate compact for mental health definition
1588	what is considered when designating an inmate to an institution
1589	chp nonsupplanting requirement
1590	are travel expenses allowable
1591	does sf-425 include program income
1592	when do sex offender register
1593	who must use ovw
1594	what activities must you do for the cops
1595	assessing the success of the response strategy is
1596	should the jc report settlement agreement pending atcl approval?
1597	in what year did the taxpayer use the broiler pool
1598	cops compliance
1599	internal revenue service irs memorandum number
1600	where do i find the enrollment form for cops
1601	who will approve the modification for trgp
1602	do community policing agencies need to have a systematic system of recruitment, selection and selection.
1603	are cops grants allowable
1604	when does an agency need to submit a financial report
1605	why does fsrs report subawards
1606	what is transfer intake screening
1607	what is core treatment phase?
1608	patents in the orange book referred to as
1609	who is responsible for excess development costs
1610	do cops office funds supplant state or local funds
1611	when can a governor request to hold funds in abeyance
1612	internal revenue service memo release date
1613	which federal regulations require that inmates be permanently restricted from communicating with individuals
1614	how does the auditor final report
1615	what is the allowed cost in cops
1616	how to request a cops extension
1617	what is the action that GAO might take to enforce its request for information
1618	when a person fails to comply with an order issued under paragraph (1) the head of the executive agency concerned will file an action for enforcement of such order in the united states district court for the district in which the reprisal was found to have occurred.
1619	which executive is responsible for ensuring that no civil litigation is brought against other agencies
1620	how long to return a project award to cops office
1621	health care definition of health plan
1622	when can i use e verify for new employees
1623	how to file a progress report for federal agency
1624	why was the speech or debate clause implicated
1625	executive order number 12,250
1626	what is cops anti heroin task force program
1627	what to do after receiving an ahtf award
1628	what is the appropriate number of points that reflect drug and alcohol abuse?
1629	when a program coordinator is required to notify the inmate of his or her expulsion from their jail
1630	who is responsible for coordinating the complaint procedures
1631	how are inmate points assigned
1632	what is the purpose of a local match
1633	when do you recognize income on unredeemed credit cards
1634	is goodwill allocable to franchises
1635	what are the civil rights requirements
1636	are patents at issue assigned to the company
1637	cops usdoj phone number
1638	what type of document is used to inspect the acceptability of supplies
1639	who owns payphones
1640	are government grants considered income
1641	what would a medium security inmate do if reduced custody
1642	what can the pre audit assessment inform
1643	can attorney fees be deducted from tax?
1644	do you have to resolve an inmate's legal problems before being transferred?
1645	cops reporting office phone number
1646	can a taxable year be nold
1647	why should advocacy organizations be included in an audit report? a. state or organization.
1648	what is a taxpayers continuance of the litigation
1649	why are audit reports not scanned
1650	do eeops impose hiring requirements
1651	when is program progress report due?
1652	does a lease termination affect third party leases
1653	what is the job duties of a staff psychologist
1654	where is subaward information entered
1655	cops grants phone number
1656	when should cops report be submitted
1657	us department of justice cpd/cpb number
1658	when competition is determined inadequate,
1659	when to report total compensation of executive compensation
1660	omb rules for the distribution of audit reports
1661	nontransformative uses are unlikely to be regarded as fair ones.
1662	what to do if the recipient overpayment is a indirect cost?
1663	is fair use inquiry fact bound
1664	what is a condition when filing false statements in the cops office
1665	why competition is determined inadequate after solicitation of a number of sources?
1666	what is required by 42 u.s.c.  3796dd?
1667	foreign base income definition
1668	above market earnings on deferred compensation is not tax qualified
1669	federal regulations transportation assistance
1670	what is the date for filing an sf-425
1671	what type of information are needed to maintain the financial records of the agency?
